"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
41349012,"3 ML Enoxaparin 33.3 MG/ML Injectable Solution [Clexane]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP2546974","2017-08-24","2099-12-31",
43755876,"0.3 ML Dalteparin 227 MG/ML Injectable Solution","Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP715875","2017-08-24","2099-12-31",
44819719,"Atherosclerosis of nonautologous biological bypass graft of the extremities","Condition","ICD9CM","5-dig billing code",,"440.32","1970-01-01","2099-12-31",
44823493,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness","Condition","ICD9CM","5-dig billing code",,"804.21","1970-01-01","2099-12-31",
45177341,"Warfarin Sodium 2 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"66267060130","2009-08-01","2012-06-01","D"
44830267,"Retained placenta without hemorrhage, unspecified as to episode of care or not applicable","Condition","ICD9CM","5-dig billing code",,"667.00","1970-01-01","2099-12-31",
21165491,"1 ML Dalteparin 10000 UNT/ML Prefilled Syringe by Ennogen","Drug","RxNorm Extension","Marketed Product","S","OMOP289060","2017-08-24","2099-12-31",
41406706,"0.4 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] Box of 90 by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP2604668","2017-08-24","2099-12-31",
44824663,"Other open skull fracture with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness","Condition","ICD9CM","5-dig billing code",,"803.82","1970-01-01","2099-12-31",
44937591,"Warfarin Sodium 5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"60760003410","2009-08-01","2012-06-01","D"
2725304,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Nonautologous Tissue Substitute, Open Approach","Procedure","ICD10PCS","ICD10PCS","S","02120K9","2014-04-22","2099-12-31",
21137602,"0.3 ML fondaparinux 5 MG/ML Prefilled Syringe Box of 7","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP285834","2017-08-24","2099-12-31",
44829038,"Other specified gastritis, with hemorrhage","Condition","ICD9CM","5-dig billing code",,"535.41","1970-01-01","2099-12-31",
42535422,"Spontaneous hemorrhage of subarachnoid space from left posterior communicating artery","Condition","SNOMED","Clinical Finding","S","291411000119104","2018-01-31","2099-12-31",
21085792,"Warfarin 0.5 MG Oral Tablet by Waymade","Drug","RxNorm Extension","Marketed Product","S","OMOP267609","2017-08-24","2099-12-31",
41410590,"0.6 ML Enoxaparin 100 MG/ML Prefilled Syringe [Lovenox] Box of 24 by Cc","Drug","RxNorm Extension","Marketed Product","S","OMOP2608552","2017-08-24","2099-12-31",
45293800,"Warfarin Sodium 5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"55587057890","2009-08-01","2012-06-01","D"
45209002,"Warfarin Sodium 2.5 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"58016064802","2009-08-01","2012-06-01","D"
41405074,"0.2 ML Dalteparin 25000 UNT/ML Prefilled Syringe [Fragmin] Box of 35 by Axicorp","Drug","RxNorm Extension","Marketed Product","S","OMOP2603036","2017-08-24","2099-12-31",
1533111,"Medical and Surgical @ Lower Joints @ Replacement @ Knee Joint, Right @ Open @ Synthetic Substitute, Oxidized Zirconium on Polyethylene","Procedure","ICD10PCS","ICD10PCS Hierarchy","S","0SRC06","1970-01-01","2099-12-31",
4145204,"Transfusion of granulocytes","Procedure","SNOMED","Procedure","S","426518006","1970-01-01","2099-12-31",
35806273,"MPR","Regimen","HemOnc","Regimen","S","26388","2019-05-27","2099-12-31",
44197162,"0.5 ML fondaparinux 5 MG/ML Prefilled Syringe [Arixtra] Box of 20 by Gerke","Drug","RxNorm Extension","Marketed Product","S","OMOP3073885","2017-10-06","2099-12-31",
37309719,"Open fracture of head of left femur","Condition","SNOMED","Clinical Finding","S","15911931000119102","2020-03-09","2099-12-31",
44901592,"Warfarin Sodium 2 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"55289014397","2009-08-01","2013-07-01","D"
44884713,"Warfarin Sodium 5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"55887057890","2009-08-01","2013-07-01","D"
4030350,"Juvenile Graves' disease","Condition","SNOMED","Clinical Finding","S","237824009","1970-01-01","2099-12-31",
42875888,"Dalteparin 36000 IU/ML [Fragmin]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP4873001","2020-01-15","2099-12-31",
436539,"Closed fracture of patella","Condition","SNOMED","Clinical Finding","S","80756009","1970-01-01","2099-12-31",
42731154,"Dalteparin 226 MG/ML Injectable Solution","Drug","RxNorm Extension","Clinical Drug","S","OMOP2742728","2017-08-24","2099-12-31",
44950582,"warfarin sodium 2.5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"51672402900","2009-08-01","2099-12-31",
2865769,"Medical and Surgical @ Lower Joints @ Replacement @ Knee Joint, Left @ Open @ Synthetic Substitute","Procedure","ICD10PCS","ICD10PCS Hierarchy","S","0SRD0J","1970-01-01","2099-12-31",
40481475,"Open reduction of dislocation of knee with external fixation and repair of ligament","Procedure","SNOMED","Procedure","S","443417003","2010-01-31","2099-12-31",
4301111,"Transfusion of blood expander","Procedure","SNOMED","Procedure","S","78281001","1970-01-01","2099-12-31",
21134663,"rivaroxaban 15 MG Oral Tablet [Xarelto] Box of 28 by Waymade","Drug","RxNorm Extension","Marketed Product","S","OMOP265798","2017-08-24","2099-12-31",
2101660,"Anesthesia for open or surgical arthroscopic procedures on knee joint; total knee arthroplasty","Procedure","CPT4","CPT4","S","01402","1970-01-01","2099-12-31",
38004321,"Residential Children Substance Abuse Treatment Facility","Visit","NUCC","Visit","S","3245S0500X","1970-01-01","2099-12-31",
3191418,"Prothrombin 2 mutation with hypercoagulability","Condition","Nebraska Lexicon","Clinical Finding","S","12380001000004106","2016-01-28","2099-12-31",
45280139,"Warfarin Sodium 6 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"66267060560","2009-08-01","2012-06-01","D"
2104840,"Revision of total hip arthroplasty; femoral component only, with or without allograft","Procedure","CPT4","CPT4","S","27138","1970-01-01","2099-12-31",
41273544,"Dalteparin 24 UNT/ML Prefilled Syringe","Drug","RxNorm Extension","Clinical Drug","S","OMOP2471506","2017-08-24","2099-12-31",
45363370,"warfarin sodium 7.5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"59772038670","2009-08-01","2099-12-31",
36894581,"Dalteparin 100 MG/ML Injectable Solution","Drug","RxNorm Extension","Clinical Drug","S","OMOP995238","2017-08-24","2099-12-31",
43666456,"0.6 ML Dalteparin 227 MG/ML Injectable Solution Box of 35","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP720632","2017-08-24","2099-12-31",
44820874,"Occlusion and stenosis of vertebral artery without mention of cerebral infarction","Condition","ICD9CM","5-dig billing code",,"433.20","1970-01-01","2099-12-31",
440755,"Acute duodenal ulcer without hemorrhage, without perforation AND without obstruction","Condition","SNOMED","Clinical Finding","S","23693000","1970-01-01","2099-12-31",
4337193,"Removal of thrombus from implanted pulmonary valve","Procedure","SNOMED","Procedure","S","232864000","1970-01-01","2099-12-31",
41364734,"10 ML Enoxaparin 1 UNT/ML Injectable Solution [Qualiop] Box of 1","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2562696","2017-08-24","2099-12-31",
41406523,"0.4 ML Enoxaparin 10 UNT/ML Prefilled Syringe [Clexane] Box of 20 by Veron","Drug","RxNorm Extension","Marketed Product","S","OMOP2604485","2017-08-24","2099-12-31",
43197876,"0.2 ML Dalteparin 12500 UNT/ML Prefilled Syringe Box of 6","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP505954","2017-08-24","2099-12-31",
321041,"Mitral stenosis and aortic insufficiency","Condition","SNOMED","Clinical Finding","S","194734000","1970-01-01","2099-12-31",
41405125,"0.2 ML Dalteparin 12.5 UNT/ML Prefilled Syringe [Fragmin] Box of 200","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2603087","2017-08-24","2099-12-31",
41364052,"10 ML Dalteparin 10 UNT/ML Injectable Solution [Fragmin] Box of 4","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2562014","2017-08-24","2099-12-31",
44040594,"Warfarin 5 MG [Taro-Warfarin]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP1035225","2017-08-24","2099-12-31",
41148892,"Enoxaparin 1 UNT/ML Injectable Solution","Drug","RxNorm Extension","Clinical Drug","S","OMOP2346854","2017-08-24","2099-12-31",
4235461,"Direct thrombectomy of femoropopliteal vein by abdominal and leg incision","Procedure","SNOMED","Procedure","S","91176004","1970-01-01","2099-12-31",
44855600,"Warfarin Sodium 3 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"00056018890","2009-08-01","2016-01-01","D"
4015979,"Closed fracture proximal femur, intertrochanteric, comminuted","Condition","SNOMED","Clinical Finding","S","208552007","1970-01-01","2099-12-31",
43139734,"fondaparinux 12.5 MG/ML Prefilled Syringe Box of 2","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP491094","2017-08-24","2099-12-31",
760420,"Closed fracture of greater trochanter of left femur","Condition","SNOMED","Clinical Finding","S","10932961000119101","2018-01-31","2099-12-31",
21165490,"1 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP289042","2017-08-24","2099-12-31",
35785801,"0.6 ML Enoxaparin 100 MG/ML Injectable Solution [Clexane] Box of 10 by Lexon","Drug","RxNorm Extension","Marketed Product","S","OMOP2787262","2017-08-24","2099-12-31",
21046548,"Warfarin 5 MG Oral Tablet by DE","Drug","RxNorm Extension","Marketed Product","S","OMOP267554","2017-08-24","2099-12-31",
44833053,"Personal history of thrombophlebitis","Observation","ICD9CM","5-dig billing V code",,"V12.52","1970-01-01","2099-12-31",
21115242,"Warfarin 2 MG/ML Oral Solution","Drug","RxNorm Extension","Clinical Drug","S","OMOP267672","2017-08-24","2099-12-31",
4248004,"Plateletpheresis","Procedure","SNOMED","Procedure","S","72541002","1970-01-01","2099-12-31",
43264758,"0.2 ML Enoxaparin 100 MG/ML Injection [Clexane]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP559033","2017-08-24","2099-12-31",
21029743,"0.6 ML Dalteparin 25000 UNT/ML Prefilled Syringe [Fragmin] by Pfizer","Drug","RxNorm Extension","Marketed Product","S","OMOP287520","2017-08-24","2099-12-31",
45054368,"Warfarin 10 MG Oral Tablet [Warfin]","Drug","NDC","11-digit NDC",,"55045329201","2009-08-01","2012-06-01","D"
44833391,"Autoimmune hemolytic anemias","Condition","ICD9CM","4-dig billing code",,"283.0","1970-01-01","2099-12-31",
45331566,"Warfarin Sodium 5 MG Oral Tablet","Drug","NDC","11-digit NDC",,"67544091719","2009-08-01","2012-06-01","D"
21166047,"1 ML Warfarin 2 MG/ML Oral Solution","Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP299714","2017-08-24","2099-12-31",
40753385,"Warfarin 0.5 MG Oral Tablet Box of 28 by Phoenix Healthcare Distribution","Drug","RxNorm Extension","Marketed Product","S","OMOP4704337","2018-06-04","2099-12-31",
40042752,"Enoxaparin Injectable Solution","Drug","RxNorm","Clinical Drug Form","S","372012","1970-01-01","2099-12-31",
21078765,"0.2 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] Box of 10 by Mawdsley-Brooks","Drug","RxNorm Extension","Marketed Product","S","OMOP285384","2017-08-24","2099-12-31",
40908962,"Enoxaparin 10000 UNT/ML Prefilled Syringe [Clexane] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2106924","2017-08-24","2099-12-31",
442533,"Kidney hematoma without rupture of capsule, with open wound into cavity","Condition","SNOMED","Clinical Finding","S","210205007","1970-01-01","2099-12-31",
41411077,"0.6 ML Enoxaparin 10 UNT/ML Prefilled Syringe [Lovenox]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP2609039","2017-08-24","2099-12-31",
41405090,"0.2 ML Dalteparin 12500000 UNT/ML Prefilled Syringe [Fragmin]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP2603052","2017-08-24","2099-12-31",
45379737,"Warfarin Sodium 2.5 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"58016064821","2009-08-01","2012-06-01","D"
2109296,"Destruction of internal hemorrhoid(s) by thermal energy (eg, infrared coagulation, cautery, radiofrequency)","Procedure","CPT4","CPT4","S","46930","2009-04-06","2099-12-31",
760693,"Pathological fracture of proximal right femur due to neoplastic disease","Condition","SNOMED","Clinical Finding","S","11314961000119102","2018-01-31","2099-12-31",
21069041,"0.4 ML fondaparinux 12.5 MG/ML Prefilled Syringe [Arixtra] by Aspen","Drug","RxNorm Extension","Marketed Product","S","OMOP286349","2017-08-24","2099-12-31",
201595,"Thrombosed internal hemorrhoids","Condition","SNOMED","Clinical Finding","S","52931009","1970-01-01","2099-12-31",
21119737,"apixaban 2.5 MG Oral Tablet [Eliquis] Box of 60 by Bristol Myers Squibb","Drug","RxNorm Extension","Marketed Product","S","OMOP328768","2017-08-24","2099-12-31",
43270258,"0.4 ML fondaparinux 12.5 MG/ML Injection [Arixtra]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP559273","2017-08-24","2099-12-31",
44511688,"Other specified percutaneous removal of thrombus from vein","Procedure","OPCS4","Procedure","S","L96.8","1970-01-01","2099-12-31",
40163561,"Warfarin Sodium 6 MG Oral Tablet [Coumadin]","Drug","RxNorm","Branded Drug","S","855340","2009-08-02","2099-12-31",
21049365,"0.5 ML Dalteparin 25000 UNT/ML Prefilled Syringe Box of 5 by Ennogen","Drug","RxNorm Extension","Marketed Product","S","OMOP286472","2017-08-24","2099-12-31",
36787913,"edoxaban 30 MG Delayed Release Oral Tablet [Lixiana] Box of 98 by Daiichi Sankyo","Drug","RxNorm Extension","Marketed Product","S","OMOP4776176","2018-09-01","2099-12-31",
41405055,"0.2 ML Dalteparin 12500 UNT/ML Prefilled Syringe [Fragmin] Box of 25","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2603017","2017-08-24","2099-12-31",
43828068,"0.5 ML Dalteparin 228 MG/ML Injectable Solution Box of 35","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP718382","2017-08-24","2099-12-31",
2724738,"Bypass Coronary Artery, One Artery from Coronary Artery, Open Approach","Procedure","ICD10PCS","ICD10PCS","S","02100Z3","2014-04-22","2099-12-31",
2725227,"Bypass Coronary Artery, Two Arteries from Aorta with Autologous Venous Tissue, Open Approach","Procedure","ICD10PCS","ICD10PCS","S","021109W","2014-04-22","2099-12-31",
40177143,"0.2 ML Dalteparin Sodium 25000 UNT/ML Prefilled Syringe [Fragmin]","Drug","RxNorm","Quant Branded Drug","S","978735","2010-06-06","2099-12-31",
41074130,"dabigatran etexilate 110 MG Oral Capsule [Pradaxa] Box of 180 by Orifarm Leverkus","Drug","RxNorm Extension","Marketed Product","S","OMOP2272092","2017-08-24","2099-12-31",
2103352,"Incision and drainage, deep abscess or hematoma, soft tissues of neck or thorax","Procedure","CPT4","CPT4","S","21501","1970-01-01","2099-12-31",
41127669,"Enoxaparin 10 UNT/ML Prefilled Syringe [Clexane] Box of 2","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2325631","2017-08-24","2099-12-31",
41404892,"0.2 ML Dalteparin 25000 UNT/ML Prefilled Syringe [Fragmin] Box of 10 by Beragena","Drug","RxNorm Extension","Marketed Product","S","OMOP2602854","2017-08-24","2099-12-31",
35785902,"0.8 ML Enoxaparin 150 MG/ML Injectable Solution [Clexane] by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP2787363","2017-08-24","2099-12-31",
44125600,"Dalteparin 12500 UNT/ML Injection [Fragmin]","Drug","RxNorm Extension","Branded Drug","S","OMOP1120231","2017-08-24","2099-12-31",
43593984,"0.4 ML Enoxaparin 10000 UNT/ML Injectable Solution [Clexane] by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP716583","2017-08-24","2099-12-31",
43842554,"1 ML Dalteparin 25000 UNT/ML Injectable Solution","Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP739128","2017-08-24","2099-12-31",
35757517,"apixaban 5 MG Delayed Release Oral Tablet [Eliquis] Box of 56 by Bristol Myers Squibb","Drug","RxNorm Extension","Marketed Product","S","OMOP2758978","2017-08-24","2099-12-31",
35759191,"Warfarin 5 MG Oral Tablet by Arrow Generics","Drug","RxNorm Extension","Marketed Product","S","OMOP2760652","2017-08-24","2099-12-31",
21144638,"Warfarin 3 MG Oral Tablet by Ivax","Drug","RxNorm Extension","Marketed Product","S","OMOP267429","2017-08-24","2099-12-31",
21177066,"0.8 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] Box of 10 by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP287851","2017-08-24","2099-12-31",
45155068,"Warfarin Sodium 2 MG Oral Tablet","Drug","NDC","11-digit NDC",,"52549402807","2009-10-01","2012-06-01","D"
437106,"Intracranial hemorrhage following injury with prolonged loss of consciousness without return to pre-existing conscious level","Condition","SNOMED","Clinical Finding","S","127312001","1970-01-01","2099-12-31",
43844307,"10 ML Enoxaparin 100 MG/ML Injectable Solution [Qualiop] Box of 5","Drug","RxNorm Extension","Quant Branded Box","S","OMOP786209","2017-08-24","2099-12-31",
38004285,"Rehabilitation Hospital","Visit","NUCC","Visit","S","283X00000X","1970-01-01","2099-12-31",
2788063,"Pheresis of Erythrocytes, Single","Procedure","ICD10PCS","ICD10PCS","S","6A550Z0","2014-04-22","2099-12-31",
2721699,"Hospice routine home care; per diem","Observation","HCPCS","HCPCS","S","T2042","2003-10-01","2099-12-31",
41318035,"apixaban 5 MG Delayed Release Oral Tablet [Eliquis] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2515997","2017-08-24","2099-12-31",
41199591,"dabigatran etexilate 110 MG Oral Capsule [Pradaxa] Box of 60 by Kohlpharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2397553","2017-08-24","2099-12-31",
41023343,"Enoxaparin 10 UNT/ML Prefilled Syringe Box of 2","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2221305","2017-08-24","2099-12-31",
42894240,"Bypass Coronary Artery, Three Arteries from Aorta with Zooplastic Tissue, Percutaneous Endoscopic Approach","Procedure","ICD10PCS","ICD10PCS","S","021248W","2014-04-20","2099-12-31",
2788065,"Pheresis of Platelets, Single","Procedure","ICD10PCS","ICD10PCS","S","6A550Z2","2014-04-22","2099-12-31",
41410046,"0.5 ML fondaparinux 5 MG/ML Prefilled Syringe [Arixtra] Box of 20 by Axicorp","Drug","RxNorm Extension","Marketed Product","S","OMOP2608008","2017-08-24","2099-12-31",
43741723,"0.72 ML Dalteparin 226 MG/ML Injectable Solution Box of 100","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP720981","2017-08-24","2099-12-31",
21109316,"Dalteparin 12500 UNT/ML Prefilled Syringe Box of 10","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP366234","2017-08-24","2099-12-31",
4137612,"Partial hip replacement by cup with acetabuloplasty","Procedure","SNOMED","Procedure","S","32581000","1970-01-01","2099-12-31",
21037776,"1 ML Dalteparin 10000 UNT/ML Prefilled Syringe [Fragmin] Box of 5","Drug","RxNorm Extension","Quant Branded Box","S","OMOP289066","2017-08-24","2099-12-31",
45196116,"Warfarin Sodium 3 MG Oral Tablet [Coumadin]","Drug","NDC","11-digit NDC",,"00056018810","2010-05-01","2099-12-31",
41336154,"1 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] Box of 100 by Sanofi","Drug","RxNorm Extension","Marketed Product","S","OMOP2534116","2017-08-24","2099-12-31",
41404898,"0.2 ML Dalteparin 12500 UNT/ML Prefilled Syringe Box of 12","Drug","RxNorm Extension","Quant Clinical Box","S","OMOP2602860","2017-08-24","2099-12-31",
45271364,"Warfarin Sodium 5 MG Oral Tablet [Jantoven]","Drug","NDC","11-digit NDC",,"24236027302","2009-08-01","2012-06-01","D"
2514514,"Supervision of a nursing facility patient (patient not present) requiring complex and multidisciplinary care modalities involving regular development and/or revision of care plans by that individual, review of subsequent reports of patient status, review ","Procedure","CPT4","CPT4","S","99379","1970-01-01","2099-12-31",
45277782,"Warfarin Sodium 1 MG Oral Tablet","Drug","NDC","11-digit NDC",,"58016097121","2009-08-01","2012-06-01","D"
41404840,"0.2 ML Dalteparin 25000 UNT/ML Prefilled Syringe [Fragmin] Box of 20","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2602802","2017-08-24","2099-12-31",
36263316,"apixaban 5 MG Oral Tablet [Eliquis] Box of 168","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3114191","2017-10-01","2099-12-31",
41404850,"0.2 ML Enoxaparin 100 MG/ML Prefilled Syringe [Clexane] Box of 10 by Orifarm Leverkus","Drug","RxNorm Extension","Marketed Product","S","OMOP2602812","2017-08-24","2099-12-31",
21051084,"apixaban 2.5 MG Oral Tablet Box of 60","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP328660","2017-08-24","2099-12-31",
